data,mes,classificacaoRisco,quantidade,ano,mesAux
2020-07-16,7,NAO CLASSIFICADO,1,2020,Jul/2020
2020-07-17,7,BRANCO,2,2020,Jul/2020
2020-07-17,7,AZUL,1,2020,Jul/2020
2020-07-17,7,VERDE,142,2020,Jul/2020
2020-07-17,7,AMARELO,30,2020,Jul/2020
2020-07-17,7,LARANJA,19,2020,Jul/2020
2020-07-17,7,NAO CLASSIFICADO,1,2020,Jul/2020
2020-07-17,7,NAO CLASSIFICADO,14,2020,Jul/2020
2020-07-18,7,BRANCO,3,2020,Jul/2020
2020-07-18,7,AZUL,2,2020,Jul/2020
2020-07-18,7,VERDE,110,2020,Jul/2020
2020-07-18,7,AMARELO,33,2020,Jul/2020
2020-07-18,7,LARANJA,22,2020,Jul/2020
2020-07-18,7,NAO CLASSIFICADO,12,2020,Jul/2020
2020-07-19,7,BRANCO,5,2020,Jul/2020
2020-07-19,7,VERDE,125,2020,Jul/2020
2020-07-19,7,AMARELO,55,2020,Jul/2020
2020-07-19,7,LARANJA,30,2020,Jul/2020
2020-07-19,7,NAO CLASSIFICADO,7,2020,Jul/2020
2020-07-20,7,BRANCO,3,2020,Jul/2020
2020-07-20,7,AZUL,1,2020,Jul/2020
2020-07-20,7,VERDE,214,2020,Jul/2020
2020-07-20,7,AMARELO,72,2020,Jul/2020
2020-07-20,7,LARANJA,53,2020,Jul/2020
2020-07-20,7,NAO CLASSIFICADO,13,2020,Jul/2020
2020-07-21,7,BRANCO,10,2020,Jul/2020
2020-07-21,7,VERDE,182,2020,Jul/2020
2020-07-21,7,AMARELO,38,2020,Jul/2020
2020-07-21,7,LARANJA,48,2020,Jul/2020
2020-07-21,7,VERMELHO,2,2020,Jul/2020
2020-07-21,7,NAO CLASSIFICADO,19,2020,Jul/2020
2020-07-22,7,BRANCO,10,2020,Jul/2020
2020-07-22,7,AZUL,1,2020,Jul/2020
2020-07-22,7,VERDE,179,2020,Jul/2020
2020-07-22,7,AMARELO,59,2020,Jul/2020
2020-07-22,7,LARANJA,33,2020,Jul/2020
2020-07-22,7,NAO CLASSIFICADO,24,2020,Jul/2020
2020-07-23,7,BRANCO,2,2020,Jul/2020
2020-07-23,7,AZUL,2,2020,Jul/2020
2020-07-23,7,VERDE,249,2020,Jul/2020
2020-07-23,7,AMARELO,51,2020,Jul/2020
2020-07-23,7,LARANJA,31,2020,Jul/2020
2020-07-23,7,VERMELHO,1,2020,Jul/2020
2020-07-23,7,NAO CLASSIFICADO,1,2020,Jul/2020
2020-07-23,7,NAO CLASSIFICADO,17,2020,Jul/2020
2020-07-24,7,BRANCO,4,2020,Jul/2020
2020-07-24,7,VERDE,156,2020,Jul/2020
2020-07-24,7,AMARELO,53,2020,Jul/2020
2020-07-24,7,LARANJA,31,2020,Jul/2020
2020-07-24,7,VERMELHO,3,2020,Jul/2020
2020-07-24,7,NAO CLASSIFICADO,1,2020,Jul/2020
2020-07-24,7,NAO CLASSIFICADO,4,2020,Jul/2020
2020-07-25,7,BRANCO,8,2020,Jul/2020
2020-07-25,7,VERDE,137,2020,Jul/2020
2020-07-25,7,AMARELO,45,2020,Jul/2020
2020-07-25,7,LARANJA,33,2020,Jul/2020
2020-07-25,7,VERMELHO,2,2020,Jul/2020
2020-07-25,7,NAO CLASSIFICADO,9,2020,Jul/2020
2020-07-26,7,BRANCO,1,2020,Jul/2020
2020-07-26,7,VERDE,113,2020,Jul/2020
2020-07-26,7,AMARELO,34,2020,Jul/2020
2020-07-26,7,LARANJA,20,2020,Jul/2020
2020-07-26,7,NAO CLASSIFICADO,14,2020,Jul/2020
2020-07-26,7,NAO CLASSIFICADO,1,2020,Jul/2020
2020-07-27,7,BRANCO,6,2020,Jul/2020
2020-07-27,7,AZUL,2,2020,Jul/2020
2020-07-27,7,VERDE,222,2020,Jul/2020
2020-07-27,7,AMARELO,58,2020,Jul/2020
2020-07-27,7,LARANJA,19,2020,Jul/2020
2020-07-27,7,NAO CLASSIFICADO,15,2020,Jul/2020
2020-07-27,7,NAO CLASSIFICADO,2,2020,Jul/2020
2020-07-28,7,VERDE,168,2020,Jul/2020
2020-07-28,7,AMARELO,33,2020,Jul/2020
2020-07-28,7,LARANJA,35,2020,Jul/2020
2020-07-28,7,VERMELHO,13,2020,Jul/2020
2020-07-28,7,NAO CLASSIFICADO,1,2020,Jul/2020
2020-07-28,7,NAO CLASSIFICADO,21,2020,Jul/2020
2020-07-29,7,BRANCO,1,2020,Jul/2020
2020-07-29,7,AZUL,4,2020,Jul/2020
2020-07-29,7,VERDE,176,2020,Jul/2020
2020-07-29,7,AMARELO,65,2020,Jul/2020
2020-07-29,7,LARANJA,27,2020,Jul/2020
2020-07-29,7,NAO CLASSIFICADO,1,2020,Jul/2020
2020-07-29,7,NAO CLASSIFICADO,11,2020,Jul/2020
2020-07-30,7,BRANCO,6,2020,Jul/2020
2020-07-30,7,AZUL,4,2020,Jul/2020
2020-07-30,7,VERDE,215,2020,Jul/2020
2020-07-30,7,AMARELO,37,2020,Jul/2020
2020-07-30,7,LARANJA,36,2020,Jul/2020
2020-07-30,7,VERMELHO,3,2020,Jul/2020
2020-07-30,7,NAO CLASSIFICADO,25,2020,Jul/2020
2020-07-30,7,NAO CLASSIFICADO,2,2020,Jul/2020
2020-07-31,7,BRANCO,2,2020,Jul/2020
2020-07-31,7,AZUL,1,2020,Jul/2020
2020-07-31,7,VERDE,133,2020,Jul/2020
2020-07-31,7,AMARELO,42,2020,Jul/2020
2020-07-31,7,LARANJA,33,2020,Jul/2020
2020-07-31,7,NAO CLASSIFICADO,8,2020,Jul/2020
2020-07-31,7,NAO CLASSIFICADO,1,2020,Jul/2020
2020-08-01,8,BRANCO,2,2020,Ago/2020
2020-08-01,8,AZUL,4,2020,Ago/2020
2020-08-01,8,VERDE,126,2020,Ago/2020
2020-08-01,8,AMARELO,27,2020,Ago/2020
2020-08-01,8,LARANJA,20,2020,Ago/2020
2020-08-01,8,VERMELHO,3,2020,Ago/2020
2020-08-01,8,NAO CLASSIFICADO,8,2020,Ago/2020
2020-08-01,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-02,8,BRANCO,4,2020,Ago/2020
2020-08-02,8,AZUL,2,2020,Ago/2020
2020-08-02,8,VERDE,137,2020,Ago/2020
2020-08-02,8,AMARELO,28,2020,Ago/2020
2020-08-02,8,LARANJA,33,2020,Ago/2020
2020-08-02,8,VERMELHO,9,2020,Ago/2020
2020-08-02,8,NAO CLASSIFICADO,5,2020,Ago/2020
2020-08-03,8,BRANCO,1,2020,Ago/2020
2020-08-03,8,AZUL,2,2020,Ago/2020
2020-08-03,8,VERDE,194,2020,Ago/2020
2020-08-03,8,AMARELO,36,2020,Ago/2020
2020-08-03,8,LARANJA,32,2020,Ago/2020
2020-08-03,8,NAO CLASSIFICADO,18,2020,Ago/2020
2020-08-04,8,BRANCO,2,2020,Ago/2020
2020-08-04,8,VERDE,182,2020,Ago/2020
2020-08-04,8,AMARELO,58,2020,Ago/2020
2020-08-04,8,LARANJA,34,2020,Ago/2020
2020-08-04,8,NAO CLASSIFICADO,10,2020,Ago/2020
2020-08-05,8,BRANCO,3,2020,Ago/2020
2020-08-05,8,AZUL,2,2020,Ago/2020
2020-08-05,8,VERDE,160,2020,Ago/2020
2020-08-05,8,AMARELO,50,2020,Ago/2020
2020-08-05,8,LARANJA,29,2020,Ago/2020
2020-08-05,8,VERMELHO,5,2020,Ago/2020
2020-08-05,8,NAO CLASSIFICADO,17,2020,Ago/2020
2020-08-06,8,BRANCO,3,2020,Ago/2020
2020-08-06,8,AZUL,5,2020,Ago/2020
2020-08-06,8,VERDE,143,2020,Ago/2020
2020-08-06,8,AMARELO,42,2020,Ago/2020
2020-08-06,8,LARANJA,21,2020,Ago/2020
2020-08-06,8,VERMELHO,4,2020,Ago/2020
2020-08-06,8,NAO CLASSIFICADO,16,2020,Ago/2020
2020-08-07,8,BRANCO,2,2020,Ago/2020
2020-08-07,8,VERDE,176,2020,Ago/2020
2020-08-07,8,AMARELO,29,2020,Ago/2020
2020-08-07,8,LARANJA,22,2020,Ago/2020
2020-08-07,8,NAO CLASSIFICADO,11,2020,Ago/2020
2020-08-07,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-08,8,BRANCO,3,2020,Ago/2020
2020-08-08,8,AZUL,4,2020,Ago/2020
2020-08-08,8,VERDE,104,2020,Ago/2020
2020-08-08,8,AMARELO,27,2020,Ago/2020
2020-08-08,8,LARANJA,12,2020,Ago/2020
2020-08-08,8,VERMELHO,3,2020,Ago/2020
2020-08-08,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-08,8,NAO CLASSIFICADO,6,2020,Ago/2020
2020-08-09,8,BRANCO,2,2020,Ago/2020
2020-08-09,8,VERDE,70,2020,Ago/2020
2020-08-09,8,AMARELO,35,2020,Ago/2020
2020-08-09,8,LARANJA,24,2020,Ago/2020
2020-08-09,8,NAO CLASSIFICADO,8,2020,Ago/2020
2020-08-10,8,BRANCO,8,2020,Ago/2020
2020-08-10,8,VERDE,185,2020,Ago/2020
2020-08-10,8,AMARELO,28,2020,Ago/2020
2020-08-10,8,LARANJA,24,2020,Ago/2020
2020-08-10,8,NAO CLASSIFICADO,9,2020,Ago/2020
2020-08-11,8,BRANCO,3,2020,Ago/2020
2020-08-11,8,VERDE,152,2020,Ago/2020
2020-08-11,8,AMARELO,24,2020,Ago/2020
2020-08-11,8,LARANJA,18,2020,Ago/2020
2020-08-11,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-11,8,NAO CLASSIFICADO,15,2020,Ago/2020
2020-08-12,8,BRANCO,2,2020,Ago/2020
2020-08-12,8,VERDE,139,2020,Ago/2020
2020-08-12,8,AMARELO,49,2020,Ago/2020
2020-08-12,8,LARANJA,17,2020,Ago/2020
2020-08-12,8,NAO CLASSIFICADO,6,2020,Ago/2020
2020-08-12,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-13,8,BRANCO,4,2020,Ago/2020
2020-08-13,8,AZUL,2,2020,Ago/2020
2020-08-13,8,VERDE,223,2020,Ago/2020
2020-08-13,8,AMARELO,63,2020,Ago/2020
2020-08-13,8,LARANJA,15,2020,Ago/2020
2020-08-13,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-13,8,NAO CLASSIFICADO,12,2020,Ago/2020
2020-08-14,8,BRANCO,2,2020,Ago/2020
2020-08-14,8,VERDE,118,2020,Ago/2020
2020-08-14,8,AMARELO,15,2020,Ago/2020
2020-08-14,8,LARANJA,11,2020,Ago/2020
2020-08-14,8,NAO CLASSIFICADO,8,2020,Ago/2020
2020-08-14,8,NAO CLASSIFICADO,2,2020,Ago/2020
2020-08-15,8,VERDE,100,2020,Ago/2020
2020-08-15,8,AMARELO,32,2020,Ago/2020
2020-08-15,8,LARANJA,26,2020,Ago/2020
2020-08-15,8,NAO CLASSIFICADO,7,2020,Ago/2020
2020-08-15,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-16,8,BRANCO,1,2020,Ago/2020
2020-08-16,8,VERDE,126,2020,Ago/2020
2020-08-16,8,AMARELO,52,2020,Ago/2020
2020-08-16,8,LARANJA,23,2020,Ago/2020
2020-08-16,8,NAO CLASSIFICADO,5,2020,Ago/2020
2020-08-17,8,BRANCO,8,2020,Ago/2020
2020-08-17,8,AZUL,2,2020,Ago/2020
2020-08-17,8,VERDE,137,2020,Ago/2020
2020-08-17,8,AMARELO,41,2020,Ago/2020
2020-08-17,8,LARANJA,18,2020,Ago/2020
2020-08-17,8,NAO CLASSIFICADO,8,2020,Ago/2020
2020-08-17,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-18,8,BRANCO,8,2020,Ago/2020
2020-08-18,8,AZUL,4,2020,Ago/2020
2020-08-18,8,VERDE,154,2020,Ago/2020
2020-08-18,8,AMARELO,31,2020,Ago/2020
2020-08-18,8,LARANJA,23,2020,Ago/2020
2020-08-18,8,NAO CLASSIFICADO,12,2020,Ago/2020
2020-08-18,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-19,8,BRANCO,5,2020,Ago/2020
2020-08-19,8,AZUL,1,2020,Ago/2020
2020-08-19,8,VERDE,153,2020,Ago/2020
2020-08-19,8,AMARELO,30,2020,Ago/2020
2020-08-19,8,LARANJA,14,2020,Ago/2020
2020-08-19,8,NAO CLASSIFICADO,22,2020,Ago/2020
2020-08-19,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-20,8,BRANCO,6,2020,Ago/2020
2020-08-20,8,VERDE,163,2020,Ago/2020
2020-08-20,8,AMARELO,42,2020,Ago/2020
2020-08-20,8,LARANJA,21,2020,Ago/2020
2020-08-20,8,NAO CLASSIFICADO,12,2020,Ago/2020
2020-08-20,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-21,8,BRANCO,2,2020,Ago/2020
2020-08-21,8,VERDE,105,2020,Ago/2020
2020-08-21,8,AMARELO,37,2020,Ago/2020
2020-08-21,8,LARANJA,14,2020,Ago/2020
2020-08-21,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-21,8,NAO CLASSIFICADO,11,2020,Ago/2020
2020-08-22,8,BRANCO,3,2020,Ago/2020
2020-08-22,8,VERDE,106,2020,Ago/2020
2020-08-22,8,AMARELO,20,2020,Ago/2020
2020-08-22,8,LARANJA,5,2020,Ago/2020
2020-08-22,8,NAO CLASSIFICADO,9,2020,Ago/2020
2020-08-22,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-23,8,BRANCO,3,2020,Ago/2020
2020-08-23,8,AZUL,2,2020,Ago/2020
2020-08-23,8,VERDE,51,2020,Ago/2020
2020-08-23,8,AMARELO,39,2020,Ago/2020
2020-08-23,8,LARANJA,12,2020,Ago/2020
2020-08-23,8,NAO CLASSIFICADO,12,2020,Ago/2020
2020-08-24,8,BRANCO,2,2020,Ago/2020
2020-08-24,8,VERDE,151,2020,Ago/2020
2020-08-24,8,AMARELO,32,2020,Ago/2020
2020-08-24,8,LARANJA,25,2020,Ago/2020
2020-08-24,8,VERMELHO,2,2020,Ago/2020
2020-08-24,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-24,8,NAO CLASSIFICADO,19,2020,Ago/2020
2020-08-25,8,BRANCO,1,2020,Ago/2020
2020-08-25,8,VERDE,119,2020,Ago/2020
2020-08-25,8,AMARELO,29,2020,Ago/2020
2020-08-25,8,LARANJA,10,2020,Ago/2020
2020-08-25,8,NAO CLASSIFICADO,9,2020,Ago/2020
2020-08-26,8,BRANCO,1,2020,Ago/2020
2020-08-26,8,AZUL,1,2020,Ago/2020
2020-08-26,8,VERDE,155,2020,Ago/2020
2020-08-26,8,AMARELO,35,2020,Ago/2020
2020-08-26,8,LARANJA,20,2020,Ago/2020
2020-08-26,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-26,8,NAO CLASSIFICADO,15,2020,Ago/2020
2020-08-27,8,BRANCO,3,2020,Ago/2020
2020-08-27,8,VERDE,138,2020,Ago/2020
2020-08-27,8,AMARELO,51,2020,Ago/2020
2020-08-27,8,LARANJA,21,2020,Ago/2020
2020-08-27,8,NAO CLASSIFICADO,4,2020,Ago/2020
2020-08-27,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-28,8,BRANCO,4,2020,Ago/2020
2020-08-28,8,VERDE,92,2020,Ago/2020
2020-08-28,8,AMARELO,32,2020,Ago/2020
2020-08-28,8,LARANJA,19,2020,Ago/2020
2020-08-28,8,VERMELHO,2,2020,Ago/2020
2020-08-28,8,NAO CLASSIFICADO,2,2020,Ago/2020
2020-08-28,8,NAO CLASSIFICADO,8,2020,Ago/2020
2020-08-29,8,BRANCO,2,2020,Ago/2020
2020-08-29,8,VERDE,83,2020,Ago/2020
2020-08-29,8,AMARELO,37,2020,Ago/2020
2020-08-29,8,LARANJA,16,2020,Ago/2020
2020-08-29,8,NAO CLASSIFICADO,1,2020,Ago/2020
2020-08-30,8,BRANCO,7,2020,Ago/2020
2020-08-30,8,VERDE,96,2020,Ago/2020
2020-08-30,8,AMARELO,26,2020,Ago/2020
2020-08-30,8,LARANJA,11,2020,Ago/2020
2020-08-30,8,VERMELHO,3,2020,Ago/2020
2020-08-30,8,NAO CLASSIFICADO,4,2020,Ago/2020
2020-08-31,8,BRANCO,1,2020,Ago/2020
2020-08-31,8,AZUL,6,2020,Ago/2020
2020-08-31,8,VERDE,122,2020,Ago/2020
2020-08-31,8,AMARELO,34,2020,Ago/2020
2020-08-31,8,LARANJA,24,2020,Ago/2020
2020-08-31,8,NAO CLASSIFICADO,10,2020,Ago/2020
2020-09-01,9,BRANCO,1,2020,Set/2020
2020-09-01,9,VERDE,108,2020,Set/2020
2020-09-01,9,AMARELO,27,2020,Set/2020
2020-09-01,9,LARANJA,12,2020,Set/2020
2020-09-01,9,VERMELHO,2,2020,Set/2020
2020-09-01,9,NAO CLASSIFICADO,9,2020,Set/2020
2020-09-02,9,BRANCO,1,2020,Set/2020
2020-09-02,9,VERDE,108,2020,Set/2020
2020-09-02,9,AMARELO,40,2020,Set/2020
2020-09-02,9,LARANJA,35,2020,Set/2020
2020-09-02,9,NAO CLASSIFICADO,17,2020,Set/2020
2020-09-03,9,BRANCO,1,2020,Set/2020
2020-09-03,9,AZUL,3,2020,Set/2020
2020-09-03,9,VERDE,151,2020,Set/2020
2020-09-03,9,AMARELO,12,2020,Set/2020
2020-09-03,9,LARANJA,28,2020,Set/2020
2020-09-03,9,NAO CLASSIFICADO,9,2020,Set/2020
2020-09-03,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-04,9,BRANCO,3,2020,Set/2020
2020-09-04,9,AZUL,2,2020,Set/2020
2020-09-04,9,VERDE,56,2020,Set/2020
2020-09-04,9,AMARELO,23,2020,Set/2020
2020-09-04,9,LARANJA,12,2020,Set/2020
2020-09-04,9,NAO CLASSIFICADO,6,2020,Set/2020
2020-09-05,9,BRANCO,2,2020,Set/2020
2020-09-05,9,VERDE,61,2020,Set/2020
2020-09-05,9,AMARELO,26,2020,Set/2020
2020-09-05,9,LARANJA,12,2020,Set/2020
2020-09-05,9,NAO CLASSIFICADO,7,2020,Set/2020
2020-09-05,9,NAO CLASSIFICADO,4,2020,Set/2020
2020-09-06,9,VERDE,46,2020,Set/2020
2020-09-06,9,AMARELO,19,2020,Set/2020
2020-09-06,9,LARANJA,32,2020,Set/2020
2020-09-06,9,VERMELHO,4,2020,Set/2020
2020-09-06,9,NAO CLASSIFICADO,4,2020,Set/2020
2020-09-06,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-07,9,BRANCO,1,2020,Set/2020
2020-09-07,9,AZUL,1,2020,Set/2020
2020-09-07,9,VERDE,92,2020,Set/2020
2020-09-07,9,AMARELO,35,2020,Set/2020
2020-09-07,9,LARANJA,18,2020,Set/2020
2020-09-07,9,NAO CLASSIFICADO,2,2020,Set/2020
2020-09-07,9,NAO CLASSIFICADO,5,2020,Set/2020
2020-09-08,9,VERDE,107,2020,Set/2020
2020-09-08,9,AMARELO,29,2020,Set/2020
2020-09-08,9,LARANJA,28,2020,Set/2020
2020-09-08,9,NAO CLASSIFICADO,13,2020,Set/2020
2020-09-09,9,BRANCO,6,2020,Set/2020
2020-09-09,9,AZUL,4,2020,Set/2020
2020-09-09,9,VERDE,116,2020,Set/2020
2020-09-09,9,AMARELO,17,2020,Set/2020
2020-09-09,9,LARANJA,9,2020,Set/2020
2020-09-09,9,VERMELHO,4,2020,Set/2020
2020-09-09,9,NAO CLASSIFICADO,11,2020,Set/2020
2020-09-09,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-10,9,BRANCO,3,2020,Set/2020
2020-09-10,9,AZUL,1,2020,Set/2020
2020-09-10,9,VERDE,134,2020,Set/2020
2020-09-10,9,AMARELO,34,2020,Set/2020
2020-09-10,9,LARANJA,8,2020,Set/2020
2020-09-10,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-10,9,NAO CLASSIFICADO,8,2020,Set/2020
2020-09-11,9,BRANCO,3,2020,Set/2020
2020-09-11,9,AZUL,4,2020,Set/2020
2020-09-11,9,VERDE,47,2020,Set/2020
2020-09-11,9,AMARELO,22,2020,Set/2020
2020-09-11,9,LARANJA,13,2020,Set/2020
2020-09-11,9,NAO CLASSIFICADO,10,2020,Set/2020
2020-09-12,9,VERDE,56,2020,Set/2020
2020-09-12,9,AMARELO,25,2020,Set/2020
2020-09-12,9,LARANJA,21,2020,Set/2020
2020-09-12,9,NAO CLASSIFICADO,3,2020,Set/2020
2020-09-12,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-13,9,VERDE,51,2020,Set/2020
2020-09-13,9,AMARELO,29,2020,Set/2020
2020-09-13,9,LARANJA,19,2020,Set/2020
2020-09-13,9,VERMELHO,5,2020,Set/2020
2020-09-13,9,NAO CLASSIFICADO,6,2020,Set/2020
2020-09-14,9,BRANCO,10,2020,Set/2020
2020-09-14,9,VERDE,120,2020,Set/2020
2020-09-14,9,AMARELO,61,2020,Set/2020
2020-09-14,9,LARANJA,31,2020,Set/2020
2020-09-14,9,VERMELHO,6,2020,Set/2020
2020-09-14,9,NAO CLASSIFICADO,2,2020,Set/2020
2020-09-14,9,NAO CLASSIFICADO,5,2020,Set/2020
2020-09-15,9,VERDE,96,2020,Set/2020
2020-09-15,9,AMARELO,25,2020,Set/2020
2020-09-15,9,LARANJA,23,2020,Set/2020
2020-09-15,9,VERMELHO,8,2020,Set/2020
2020-09-15,9,NAO CLASSIFICADO,5,2020,Set/2020
2020-09-16,9,BRANCO,3,2020,Set/2020
2020-09-16,9,AZUL,1,2020,Set/2020
2020-09-16,9,VERDE,118,2020,Set/2020
2020-09-16,9,AMARELO,50,2020,Set/2020
2020-09-16,9,LARANJA,43,2020,Set/2020
2020-09-16,9,VERMELHO,4,2020,Set/2020
2020-09-16,9,NAO CLASSIFICADO,7,2020,Set/2020
2020-09-17,9,BRANCO,3,2020,Set/2020
2020-09-17,9,VERDE,103,2020,Set/2020
2020-09-17,9,AMARELO,11,2020,Set/2020
2020-09-17,9,LARANJA,26,2020,Set/2020
2020-09-17,9,NAO CLASSIFICADO,14,2020,Set/2020
2020-09-17,9,NAO CLASSIFICADO,3,2020,Set/2020
2020-09-18,9,BRANCO,4,2020,Set/2020
2020-09-18,9,VERDE,116,2020,Set/2020
2020-09-18,9,AMARELO,31,2020,Set/2020
2020-09-18,9,LARANJA,13,2020,Set/2020
2020-09-18,9,VERMELHO,9,2020,Set/2020
2020-09-18,9,NAO CLASSIFICADO,12,2020,Set/2020
2020-09-18,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-19,9,AZUL,2,2020,Set/2020
2020-09-19,9,VERDE,89,2020,Set/2020
2020-09-19,9,AMARELO,25,2020,Set/2020
2020-09-19,9,LARANJA,14,2020,Set/2020
2020-09-19,9,NAO CLASSIFICADO,7,2020,Set/2020
2020-09-20,9,VERDE,63,2020,Set/2020
2020-09-20,9,AMARELO,37,2020,Set/2020
2020-09-20,9,LARANJA,15,2020,Set/2020
2020-09-20,9,NAO CLASSIFICADO,8,2020,Set/2020
2020-09-21,9,AZUL,3,2020,Set/2020
2020-09-21,9,VERDE,100,2020,Set/2020
2020-09-21,9,AMARELO,26,2020,Set/2020
2020-09-21,9,LARANJA,21,2020,Set/2020
2020-09-21,9,NAO CLASSIFICADO,12,2020,Set/2020
2020-09-21,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-22,9,BRANCO,4,2020,Set/2020
2020-09-22,9,VERDE,68,2020,Set/2020
2020-09-22,9,AMARELO,27,2020,Set/2020
2020-09-22,9,LARANJA,13,2020,Set/2020
2020-09-22,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-22,9,NAO CLASSIFICADO,17,2020,Set/2020
2020-09-23,9,VERDE,78,2020,Set/2020
2020-09-23,9,AMARELO,29,2020,Set/2020
2020-09-23,9,LARANJA,10,2020,Set/2020
2020-09-23,9,VERMELHO,4,2020,Set/2020
2020-09-23,9,NAO CLASSIFICADO,9,2020,Set/2020
2020-09-23,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-24,9,BRANCO,4,2020,Set/2020
2020-09-24,9,VERDE,116,2020,Set/2020
2020-09-24,9,AMARELO,24,2020,Set/2020
2020-09-24,9,LARANJA,11,2020,Set/2020
2020-09-24,9,NAO CLASSIFICADO,29,2020,Set/2020
2020-09-24,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-25,9,AZUL,1,2020,Set/2020
2020-09-25,9,VERDE,94,2020,Set/2020
2020-09-25,9,AMARELO,19,2020,Set/2020
2020-09-25,9,LARANJA,8,2020,Set/2020
2020-09-25,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-25,9,NAO CLASSIFICADO,11,2020,Set/2020
2020-09-26,9,VERDE,60,2020,Set/2020
2020-09-26,9,AMARELO,26,2020,Set/2020
2020-09-26,9,LARANJA,15,2020,Set/2020
2020-09-26,9,NAO CLASSIFICADO,5,2020,Set/2020
2020-09-27,9,BRANCO,5,2020,Set/2020
2020-09-27,9,VERDE,91,2020,Set/2020
2020-09-27,9,AMARELO,30,2020,Set/2020
2020-09-27,9,LARANJA,5,2020,Set/2020
2020-09-27,9,NAO CLASSIFICADO,8,2020,Set/2020
2020-09-27,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-28,9,BRANCO,1,2020,Set/2020
2020-09-28,9,VERDE,119,2020,Set/2020
2020-09-28,9,AMARELO,36,2020,Set/2020
2020-09-28,9,LARANJA,11,2020,Set/2020
2020-09-28,9,NAO CLASSIFICADO,6,2020,Set/2020
2020-09-29,9,BRANCO,2,2020,Set/2020
2020-09-29,9,AZUL,1,2020,Set/2020
2020-09-29,9,VERDE,85,2020,Set/2020
2020-09-29,9,AMARELO,27,2020,Set/2020
2020-09-29,9,LARANJA,12,2020,Set/2020
2020-09-29,9,NAO CLASSIFICADO,16,2020,Set/2020
2020-09-29,9,NAO CLASSIFICADO,1,2020,Set/2020
2020-09-30,9,BRANCO,4,2020,Set/2020
2020-09-30,9,VERDE,91,2020,Set/2020
2020-09-30,9,AMARELO,31,2020,Set/2020
2020-09-30,9,LARANJA,5,2020,Set/2020
2020-09-30,9,NAO CLASSIFICADO,10,2020,Set/2020
2020-10-01,10,BRANCO,7,2020,Out/2020
2020-10-01,10,VERDE,126,2020,Out/2020
2020-10-01,10,AMARELO,14,2020,Out/2020
2020-10-01,10,LARANJA,7,2020,Out/2020
2020-10-01,10,NAO CLASSIFICADO,1,2020,Out/2020
2020-10-01,10,NAO CLASSIFICADO,6,2020,Out/2020
2020-10-02,10,AZUL,2,2020,Out/2020
2020-10-02,10,VERDE,140,2020,Out/2020
2020-10-02,10,AMARELO,25,2020,Out/2020
2020-10-02,10,LARANJA,27,2020,Out/2020
2020-10-02,10,VERMELHO,5,2020,Out/2020
2020-10-02,10,NAO CLASSIFICADO,3,2020,Out/2020
2020-10-03,10,BRANCO,3,2020,Out/2020
2020-10-03,10,AZUL,1,2020,Out/2020
2020-10-03,10,VERDE,67,2020,Out/2020
2020-10-03,10,AMARELO,33,2020,Out/2020
2020-10-03,10,LARANJA,25,2020,Out/2020
2020-10-03,10,VERMELHO,3,2020,Out/2020
2020-10-03,10,NAO CLASSIFICADO,3,2020,Out/2020
2020-10-04,10,BRANCO,6,2020,Out/2020
2020-10-04,10,VERDE,87,2020,Out/2020
2020-10-04,10,AMARELO,29,2020,Out/2020
2020-10-04,10,LARANJA,9,2020,Out/2020
2020-10-04,10,NAO CLASSIFICADO,2,2020,Out/2020
2020-10-05,10,AZUL,1,2020,Out/2020
2020-10-05,10,VERDE,105,2020,Out/2020
2020-10-05,10,AMARELO,23,2020,Out/2020
